Unnamed: 0,age,workclass,education,education-num,marital-status,occupation,relationship,race,sex,hours-per-week,native-country,salary
14158,56,Private,HS-grad,9,Separated,Craft-repair,Unmarried,White,Male,40,United-States,0
10270,38,Private,HS-grad,9,Never-married,Prof-specialty,Not-in-family,White,Male,40,United-States,0
32422,47,Private,HS-grad,9,Divorced,Other-service,Unmarried,White,Female,32,United-States,0
12310,22,Private,Some-college,10,Never-married,Craft-repair,Own-child,White,Male,40,United-States,0
22142,32,Federal-gov,Bachelors,13,Married-civ-spouse,Adm-clerical,Husband,White,Male,35,United-States,1
23900,79,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,40,United-States,0
19535,27,Self-emp-not-inc,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,Male,50,United-States,0
31494,20,Private,Some-college,10,Never-married,Sales,Not-in-family,White,Female,25,United-States,0
4430,53,Private,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,Black,Female,32,United-States,0
11561,57,State-gov,Doctorate,16,Divorced,Prof-specialty,Not-in-family,White,Male,60,United-States,1
1980,53,Local-gov,Prof-school,15,Divorced,Prof-specialty,Not-in-family,White,Female,50,United-States,0
31689,28,Private,HS-grad,9,Divorced,Other-service,Not-in-family,White,Female,52,United-States,0
11872,34,Private,HS-grad,9,Separated,Adm-clerical,Unmarried,White,Female,35,United-States,0
29210,24,Private,Assoc-acdm,12,Never-married,Sales,Own-child,White,Female,37,United-States,0
28902,42,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,0
4098,19,Private,11th,7,Never-married,Handlers-cleaners,Own-child,White,Male,40,United-States,0
3520,30,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,35,United-States,0
19745,36,Local-gov,Some-college,10,Married-civ-spouse,Protective-serv,Husband,White,Male,60,United-States,1
7853,26,Self-emp-not-inc,Some-college,10,Never-married,Prof-specialty,Own-child,White,Female,35,United-States,0
19373,27,Private,Assoc-acdm,12,Married-civ-spouse,Exec-managerial,Husband,White,Male,55,United-States,0
1988,34,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,50,United-States,0
9246,39,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,0
1354,58,Private,5th-6th,3,Divorced,Machine-op-inspct,Not-in-family,Black,Male,40,United-States,0
20780,27,Private,Masters,14,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,40,Hong,1
22508,21,Private,Some-college,10,Never-married,Handlers-cleaners,Own-child,White,Male,40,United-States,0
22097,22,Private,Some-college,10,Never-married,Other-service,Unmarried,White,Female,50,United-States,0
5078,39,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,0
22779,27,Private,HS-grad,9,Never-married,Adm-clerical,Not-in-family,Amer-Indian-Eskimo,Female,8,United-States,0
9738,29,Private,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,40,United-States,0
12876,38,Self-emp-inc,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,80,United-States,1
28290,58,Private,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,Female,40,United-States,0
9035,30,State-gov,10th,6,Married-civ-spouse,Adm-clerical,Husband,White,Male,40,United-States,0
29666,22,Private,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,40,United-States,0
9629,43,Private,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,35,United-States,1
8123,23,Private,11th,7,Married-civ-spouse,Transport-moving,Husband,White,Male,50,United-States,0
29007,75,Private,Masters,14,Never-married,Protective-serv,Not-in-family,White,Male,16,United-States,0
19595,51,Private,Bachelors,13,Married-civ-spouse,Adm-clerical,Wife,White,Female,20,United-States,1
12817,40,Local-gov,Assoc-acdm,12,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,1
30069,38,Local-gov,Masters,14,Divorced,Prof-specialty,Not-in-family,Black,Male,40,Jamaica,0
15946,33,Federal-gov,HS-grad,9,Never-married,Adm-clerical,Own-child,White,Female,30,United-States,0
18995,46,Private,Assoc-acdm,12,Divorced,Sales,Unmarried,White,Female,38,United-States,0
1932,28,Private,7th-8th,4,Married-civ-spouse,Machine-op-inspct,Other-relative,Asian-Pac-Islander,Female,48,China,0
31538,73,Self-emp-not-inc,Bachelors,13,Married-civ-spouse,Farming-fishing,Husband,White,Male,30,United-States,0
16318,22,Private,HS-grad,9,Never-married,Other-service,Own-child,Black,Male,80,United-States,0
12041,25,Private,Assoc-voc,11,Never-married,Adm-clerical,Not-in-family,White,Female,40,United-States,0
14115,30,Private,Some-college,10,Married-civ-spouse,Sales,Wife,White,Female,40,United-States,0
24350,43,Private,Assoc-acdm,12,Never-married,Sales,Own-child,White,Male,40,United-States,0
28139,54,Private,Masters,14,Divorced,Tech-support,Not-in-family,White,Male,40,United-States,1
14967,19,Private,HS-grad,9,Never-married,Handlers-cleaners,Not-in-family,White,Male,40,United-States,0
15645,33,Private,Some-college,10,Divorced,Handlers-cleaners,Own-child,White,Male,40,United-States,0
21517,31,Private,Bachelors,13,Married-civ-spouse,Tech-support,Husband,White,Male,43,United-States,1
29681,49,Private,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,United-States,1
18485,56,Self-emp-inc,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,0
7882,28,Private,Assoc-acdm,12,Never-married,Other-service,Not-in-family,Other,Male,40,United-States,0
19032,34,Private,Some-college,10,Married-civ-spouse,Other-service,Husband,White,Male,42,United-States,0
19714,19,Private,Some-college,10,Never-married,Prof-specialty,Own-child,White,Female,40,United-States,0
15954,41,Private,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,45,United-States,1
23600,41,Private,Some-college,10,Married-civ-spouse,Adm-clerical,Wife,Black,Female,40,United-States,1
18445,36,Private,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,Male,40,United-States,0
13471,22,Private,Some-college,10,Never-married,Other-service,Not-in-family,White,Female,50,United-States,0
17934,39,Local-gov,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,45,United-States,0
23794,20,Private,Some-college,10,Never-married,Tech-support,Own-child,White,Female,20,United-States,0
31699,43,Self-emp-not-inc,Some-college,10,Married-civ-spouse,Farming-fishing,Husband,White,Male,99,United-States,0
14755,20,Private,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,20,United-States,0
30498,20,Private,Some-college,10,Never-married,Other-service,Own-child,White,Male,33,El-Salvador,0
21277,21,Private,Some-college,10,Never-married,Tech-support,Own-child,White,Male,35,United-States,0
3587,54,Private,HS-grad,9,Divorced,Sales,Unmarried,White,Female,35,United-States,0
407,46,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,25,United-States,0
12420,41,Self-emp-not-inc,HS-grad,9,Never-married,Other-service,Not-in-family,Black,Male,60,Jamaica,0
15377,39,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,0
12841,52,Private,Assoc-acdm,12,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,0
4193,21,Private,Some-college,10,Never-married,Sales,Own-child,White,Male,40,United-States,0
16254,46,Private,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,50,United-States,0
25561,24,Private,HS-grad,9,Never-married,Sales,Own-child,Asian-Pac-Islander,Male,40,South,0
14877,60,Private,1st-4th,2,Divorced,Craft-repair,Not-in-family,Other,Male,38,Dominican-Republic,0
31783,54,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,48,United-States,1
19612,18,Self-emp-not-inc,HS-grad,9,Never-married,Farming-fishing,Own-child,Asian-Pac-Islander,Male,40,United-States,0
27212,56,Federal-gov,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,1
14079,24,Private,HS-grad,9,Never-married,Other-service,Not-in-family,White,Female,40,United-States,0
5481,19,Self-emp-not-inc,10th,6,Married-spouse-absent,Adm-clerical,Unmarried,Amer-Indian-Eskimo,Female,40,United-States,0
15144,26,Private,Assoc-voc,11,Never-married,Other-service,Not-in-family,White,Female,40,United-States,0
13261,22,Self-emp-not-inc,HS-grad,9,Never-married,Farming-fishing,Own-child,White,Male,40,United-States,0
1804,41,Private,HS-grad,9,Never-married,Exec-managerial,Not-in-family,White,Male,40,United-States,0
229,65,Private,HS-grad,9,Divorced,Adm-clerical,Not-in-family,White,Female,40,United-States,0
26767,53,Self-emp-not-inc,10th,6,Married-civ-spouse,Farming-fishing,Husband,White,Male,40,United-States,0
31614,49,Private,Doctorate,16,Married-civ-spouse,Sales,Husband,White,Male,60,United-States,0
17163,52,Self-emp-inc,HS-grad,9,Married-civ-spouse,Sales,Husband,Asian-Pac-Islander,Male,40,United-States,1
9231,33,Private,7th-8th,4,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,0
20015,56,Self-emp-not-inc,1st-4th,2,Never-married,Exec-managerial,Not-in-family,Amer-Indian-Eskimo,Male,65,United-States,0
21037,54,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,60,United-States,1
17020,22,Private,HS-grad,9,Never-married,Handlers-cleaners,Own-child,White,Male,40,United-States,0
15007,39,Private,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Female,40,United-States,0
15324,23,Private,Some-college,10,Never-married,Sales,Not-in-family,White,Male,40,United-States,0
861,43,Private,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,40,Mexico,0
17932,71,Private,HS-grad,9,Widowed,Sales,Other-relative,White,Female,16,United-States,0
24514,30,Private,Prof-school,15,Divorced,Prof-specialty,Not-in-family,White,Male,50,United-States,1
23332,20,Private,HS-grad,9,Never-married,Handlers-cleaners,Own-child,White,Male,38,United-States,0
17908,58,Private,HS-grad,9,Widowed,Craft-repair,Unmarried,White,Male,52,Mexico,1
10095,31,Private,Some-college,10,Divorced,Other-service,Unmarried,White,Female,48,United-States,0
32419,36,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,55,United-States,1
31604,52,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,United-States,1
4912,38,Private,Some-college,10,Never-married,Adm-clerical,Own-child,Black,Female,40,United-States,0
10284,63,Federal-gov,Some-college,10,Married-civ-spouse,Tech-support,Husband,White,Male,18,United-States,1
2631,32,Private,Bachelors,13,Married-civ-spouse,Tech-support,Husband,White,Male,40,United-States,1
29017,27,Local-gov,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,80,United-States,1
907,24,Private,Bachelors,13,Never-married,Prof-specialty,Own-child,Black,Male,15,United-States,0
9808,30,Local-gov,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,Black,Male,40,United-States,0
10233,33,Private,Some-college,10,Never-married,Sales,Not-in-family,Asian-Pac-Islander,Male,26,South,0
10610,38,Federal-gov,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,0
13545,31,Private,Some-college,10,Separated,Sales,Unmarried,White,Female,40,United-States,0
14349,28,Private,Some-college,10,Never-married,Adm-clerical,Other-relative,White,Female,40,United-States,0
14212,18,Private,10th,6,Never-married,Craft-repair,Own-child,White,Male,30,United-States,0
1329,29,Private,11th,7,Never-married,Other-service,Unmarried,Black,Female,40,United-States,0
13991,33,Private,Prof-school,15,Never-married,Prof-specialty,Not-in-family,White,Male,40,United-States,1
10773,49,Private,Some-college,10,Widowed,Sales,Unmarried,White,Female,30,United-States,0
18787,51,Private,HS-grad,9,Married-spouse-absent,Craft-repair,Not-in-family,White,Male,45,Columbia,0
12301,48,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,1
30740,42,State-gov,Some-college,10,Married-civ-spouse,Exec-managerial,Wife,White,Female,40,United-States,1
19840,29,Private,Assoc-voc,11,Never-married,Machine-op-inspct,Not-in-family,Other,Male,40,United-States,0
6105,37,Private,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,1
12869,18,Private,Some-college,10,Never-married,Sales,Own-child,Black,Male,35,United-States,0
5001,55,Private,Bachelors,13,Never-married,Tech-support,Other-relative,White,Female,38,United-States,0
27289,55,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,Other,Male,35,India,0
11132,37,State-gov,HS-grad,9,Separated,Craft-repair,Not-in-family,White,Male,44,United-States,0
10469,48,Private,HS-grad,9,Divorced,Transport-moving,Not-in-family,White,Male,65,United-States,0
2750,47,Private,Assoc-voc,11,Divorced,Sales,Not-in-family,White,Male,50,United-States,0
15311,41,Private,Some-college,10,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male,40,United-States,1
30506,57,Local-gov,Some-college,10,Married-civ-spouse,Handlers-cleaners,Husband,Black,Male,40,United-States,1
21005,51,Private,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,1
8090,34,Private,HS-grad,9,Divorced,Transport-moving,Own-child,White,Female,40,United-States,0
5216,28,Private,Bachelors,13,Never-married,Sales,Not-in-family,White,Male,45,United-States,0
30049,56,Federal-gov,Masters,14,Divorced,Adm-clerical,Unmarried,White,Female,40,United-States,0
4788,37,Private,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,45,United-States,0
22442,23,Private,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,Male,40,United-States,0
24104,61,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,45,United-States,1
15582,19,Private,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Female,18,United-States,0
8287,46,Private,5th-6th,3,Separated,Handlers-cleaners,Not-in-family,White,Male,50,Mexico,0
6999,26,Private,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,Male,40,United-States,0
25990,31,Private,Assoc-acdm,12,Never-married,Prof-specialty,Other-relative,Asian-Pac-Islander,Female,40,Philippines,0
20014,57,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,0
9534,41,Private,Some-college,10,Married-civ-spouse,Transport-moving,Husband,White,Male,54,United-States,0
32241,45,State-gov,Bachelors,13,Divorced,Protective-serv,Not-in-family,White,Male,40,United-States,0
21789,34,Private,Masters,14,Divorced,Exec-managerial,Unmarried,Black,Female,40,United-States,0
22421,31,Local-gov,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,70,United-States,1
31051,41,Private,Some-college,10,Divorced,Tech-support,Unmarried,Black,Female,36,United-States,0
24519,37,Private,Assoc-voc,11,Divorced,Prof-specialty,Not-in-family,White,Female,40,United-States,0
11490,27,Private,Some-college,10,Never-married,Adm-clerical,Not-in-family,Black,Female,40,Jamaica,0
28667,18,Private,11th,7,Never-married,Other-service,Own-child,White,Male,20,United-States,0
16129,19,Private,HS-grad,9,Never-married,Adm-clerical,Own-child,White,Female,40,United-States,0
13998,42,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,0
8281,48,State-gov,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Female,50,United-States,0
17306,30,Private,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Female,45,Germany,0
11029,32,Private,Some-college,10,Married-civ-spouse,Tech-support,Husband,White,Male,45,United-States,0
7431,46,Private,HS-grad,9,Divorced,Tech-support,Not-in-family,White,Female,30,United-States,0
11491,30,Private,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,66,United-States,0
12154,37,Private,HS-grad,9,Never-married,Other-service,Unmarried,White,Female,35,United-States,0
1508,20,Private,Some-college,10,Never-married,Adm-clerical,Not-in-family,Black,Female,14,United-States,0
28749,50,Self-emp-not-inc,5th-6th,3,Never-married,Tech-support,Not-in-family,Asian-Pac-Islander,Female,15,United-States,0
605,48,Private,HS-grad,9,Never-married,Adm-clerical,Unmarried,Black,Female,37,United-States,0
20183,25,Local-gov,HS-grad,9,Divorced,Adm-clerical,Not-in-family,White,Female,40,United-States,0
18022,22,Private,Some-college,10,Never-married,Sales,Own-child,White,Female,30,United-States,0
3372,21,Private,HS-grad,9,Separated,Other-service,Own-child,White,Female,35,United-States,0
3578,37,Self-emp-inc,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,Black,Male,99,United-States,1
10743,28,Private,HS-grad,9,Never-married,Sales,Own-child,White,Male,60,United-States,0
9917,42,Self-emp-not-inc,Doctorate,16,Never-married,Prof-specialty,Not-in-family,White,Female,45,United-States,0
18829,27,Private,Some-college,10,Never-married,Other-service,Own-child,White,Female,40,United-States,0
8504,49,Private,Bachelors,13,Never-married,Prof-specialty,Unmarried,White,Female,40,United-States,0
1430,49,Private,Assoc-voc,11,Married-civ-spouse,Machine-op-inspct,Wife,White,Female,40,Peru,0
23212,50,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Wife,White,Female,40,El-Salvador,0
11998,20,Private,Some-college,10,Never-married,Prof-specialty,Own-child,White,Female,12,United-States,0
8078,28,Private,Some-college,10,Divorced,Adm-clerical,Unmarried,White,Male,40,United-States,0
28273,28,Federal-gov,HS-grad,9,Never-married,Exec-managerial,Unmarried,White,Female,70,Puerto-Rico,0
15877,37,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,40,Iran,0
12160,25,Private,Some-college,10,Never-married,Other-service,Own-child,White,Female,25,United-States,0
10419,20,Private,Some-college,10,Never-married,Sales,Own-child,Black,Female,20,United-States,0
5532,42,State-gov,Doctorate,16,Divorced,Prof-specialty,Not-in-family,White,Female,60,United-States,1
30086,26,Private,Bachelors,13,Never-married,Adm-clerical,Not-in-family,White,Female,40,United-States,0
5750,47,Private,HS-grad,9,Divorced,Exec-managerial,Unmarried,Black,Female,40,United-States,1
20129,41,Private,Assoc-voc,11,Married-civ-spouse,Sales,Husband,White,Male,40,United-States,1
24034,42,Private,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,40,United-States,1
23244,58,Private,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,53,United-States,1
26551,51,Local-gov,Masters,14,Married-civ-spouse,Prof-specialty,Wife,White,Female,70,United-States,1
27290,56,Private,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,1
29513,35,Private,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,40,United-States,0
2016,34,Private,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Male,60,United-States,0
23874,50,Private,Masters,14,Married-civ-spouse,Sales,Husband,White,Male,40,United-States,1
31721,30,Private,Some-college,10,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,32,United-States,0
11146,29,Federal-gov,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,1
3011,37,Private,Masters,14,Separated,Exec-managerial,Not-in-family,White,Male,45,United-States,1
1679,32,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,40,United-States,0
7871,28,Private,7th-8th,4,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,40,Mexico,0
20704,60,Private,Assoc-acdm,12,Married-civ-spouse,Adm-clerical,Husband,White,Male,40,United-States,1
9128,18,Self-emp-inc,HS-grad,9,Never-married,Other-service,Unmarried,Asian-Pac-Islander,Female,30,India,0
28223,42,State-gov,Bachelors,13,Divorced,Adm-clerical,Unmarried,Black,Female,40,United-States,0
24101,33,Self-emp-not-inc,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,60,United-States,1
10254,31,Private,12th,8,Never-married,Sales,Own-child,White,Male,32,United-States,0
31707,35,Self-emp-not-inc,Assoc-voc,11,Never-married,Farming-fishing,Own-child,White,Male,65,United-States,0
26427,38,Self-emp-not-inc,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,50,United-States,1
9270,36,Private,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,40,United-States,0
4112,38,State-gov,Some-college,10,Divorced,Protective-serv,Unmarried,Amer-Indian-Eskimo,Female,40,United-States,1
14531,46,Private,7th-8th,4,Married-civ-spouse,Other-service,Husband,Asian-Pac-Islander,Male,40,China,0
18869,33,Private,Bachelors,13,Never-married,Adm-clerical,Not-in-family,White,Female,50,United-States,0
5077,35,Private,Bachelors,13,Divorced,Other-service,Not-in-family,White,Female,40,United-States,0
29141,53,Private,9th,5,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male,40,United-States,0
12366,17,Private,10th,6,Never-married,Sales,Own-child,White,Female,12,United-States,0
30265,32,Private,HS-grad,9,Never-married,Craft-repair,Unmarried,White,Male,40,United-States,0
8950,27,Private,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female,40,United-States,0
14458,25,Private,Bachelors,13,Never-married,Exec-managerial,Own-child,White,Male,40,United-States,0
9875,31,Local-gov,Bachelors,13,Never-married,Protective-serv,Own-child,Black,Male,48,United-States,0
13077,57,Private,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,40,United-States,0
12675,22,Private,Some-college,10,Divorced,Sales,Own-child,Asian-Pac-Islander,Female,30,Philippines,0
26519,31,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,0
21520,29,Private,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,Asian-Pac-Islander,Male,40,Laos,0
9841,21,Private,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,Male,35,Mexico,0
1889,25,Private,Some-college,10,Married-civ-spouse,Exec-managerial,Wife,White,Female,15,United-States,0
27054,28,Private,Some-college,10,Never-married,Machine-op-inspct,Own-child,White,Female,40,United-States,0
21981,43,Private,Bachelors,13,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male,40,United-States,0
611,24,Private,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,Male,40,United-States,0
16584,26,Private,Some-college,10,Never-married,Other-service,Own-child,Black,Female,50,United-States,0
23230,48,Federal-gov,Some-college,10,Widowed,Other-service,Unmarried,Black,Female,40,United-States,0
3645,33,Private,HS-grad,9,Never-married,Other-service,Own-child,White,Female,40,United-States,0
12429,49,Private,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,60,United-States,1
10123,47,Private,Bachelors,13,Divorced,Craft-repair,Not-in-family,White,Male,40,United-States,0
10416,51,Private,Bachelors,13,Divorced,Adm-clerical,Not-in-family,White,Female,40,United-States,0
9003,38,Private,Assoc-acdm,12,Never-married,Prof-specialty,Unmarried,White,Female,36,United-States,0
23527,60,Private,Assoc-voc,11,Married-civ-spouse,Tech-support,Husband,White,Male,40,United-States,1
10514,42,Private,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,40,United-States,0
25579,43,Private,Some-college,10,Separated,Transport-moving,Unmarried,White,Male,51,United-States,1
30532,41,Private,Assoc-acdm,12,Divorced,Prof-specialty,Not-in-family,White,Male,80,United-States,0
63,42,Private,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,45,United-States,1
21856,35,Private,Some-college,10,Divorced,Other-service,Unmarried,Black,Female,40,United-States,0
24097,19,Private,HS-grad,9,Never-married,Sales,Not-in-family,White,Male,40,United-States,0
16362,59,Local-gov,HS-grad,9,Separated,Protective-serv,Other-relative,Black,Female,40,United-States,0
30164,42,Private,Assoc-voc,11,Divorced,Prof-specialty,Not-in-family,White,Female,40,United-States,0
3487,44,Private,HS-grad,9,Never-married,Machine-op-inspct,Not-in-family,White,Female,40,United-States,0
26010,68,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,1
28601,44,Private,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,35,United-States,1
19457,53,Private,HS-grad,9,Widowed,Craft-repair,Unmarried,Black,Female,40,United-States,0
2737,58,Private,HS-grad,9,Divorced,Sales,Other-relative,White,Female,40,United-States,0
10628,47,Private,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,45,United-States,0
18691,51,Local-gov,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,Amer-Indian-Eskimo,Male,40,United-States,0
31740,40,Private,Some-college,10,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,United-States,0
24164,42,Self-emp-inc,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,65,United-States,1
29507,19,State-gov,Some-college,10,Never-married,Other-service,Own-child,White,Male,10,United-States,0
12713,63,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,30,United-States,0
21866,35,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,Black,Male,60,United-States,1
17419,29,Self-emp-not-inc,Bachelors,13,Never-married,Prof-specialty,Other-relative,White,Male,40,United-States,0
11006,37,Private,HS-grad,9,Divorced,Other-service,Not-in-family,White,Female,40,United-States,0
14632,20,Local-gov,Assoc-voc,11,Never-married,Adm-clerical,Own-child,White,Female,35,United-States,0
20831,37,Private,HS-grad,9,Divorced,Craft-repair,Unmarried,White,Female,48,United-States,0
20821,42,Private,HS-grad,9,Never-married,Transport-moving,Unmarried,Black,Female,38,United-States,0
27614,63,Self-emp-not-inc,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,30,United-States,0
6509,54,Private,11th,7,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,United-States,0
25898,26,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,Other,Male,40,United-States,0
30963,34,Private,Some-college,10,Never-married,Adm-clerical,Unmarried,Black,Female,40,United-States,0
26964,61,Private,Some-college,10,Married-civ-spouse,Adm-clerical,Wife,White,Female,34,United-States,1
21949,46,Private,Bachelors,13,Married-civ-spouse,Adm-clerical,Husband,Asian-Pac-Islander,Male,35,Philippines,1
32436,37,Private,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,50,United-States,1
2252,44,Private,Doctorate,16,Married-civ-spouse,Adm-clerical,Husband,White,Male,55,United-States,1
13103,47,Self-emp-inc,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,48,United-States,0
31545,33,Federal-gov,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female,40,United-States,0
6329,25,Private,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Female,40,United-States,0
30708,29,Private,HS-grad,9,Never-married,Transport-moving,Other-relative,White,Male,50,United-States,0
14400,48,Federal-gov,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,40,United-States,1
18206,37,Private,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,1
3824,19,Private,Some-college,10,Never-married,Farming-fishing,Own-child,White,Male,66,United-States,0
26934,24,Local-gov,Some-college,10,Never-married,Tech-support,Not-in-family,White,Male,50,United-States,1
28341,26,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,45,United-States,0
17558,32,Private,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,50,United-States,0
24142,47,Private,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,65,United-States,1
29876,19,Private,1st-4th,2,Never-married,Machine-op-inspct,Other-relative,White,Male,40,Mexico,0
17636,28,Private,5th-6th,3,Never-married,Other-service,Not-in-family,White,Female,40,Mexico,0
24368,40,Private,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Female,40,United-States,0
18504,32,State-gov,Some-college,10,Never-married,Protective-serv,Unmarried,Black,Female,40,United-States,0
4123,24,Private,9th,5,Divorced,Other-service,Own-child,White,Female,40,United-States,0
27596,53,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,60,United-States,1
10103,20,Private,Some-college,10,Never-married,Protective-serv,Own-child,White,Male,40,Germany,0
